ref_id,report_text,date_case,food,hazard,origin_country,destination_country,hazard_category,year,month
2013.1186,"too high content of free gossypol (7440 mg/kg - ppm) in cotton seeds from Greece, intended for Spain",2013-08-29,cotton seeds,too high content of free gossypol,Greece,Spain,Other,2013,8
2009.0275,"melamine (3.98 mg/kg - ppm) in oriental mix from China, via the Netherlands, intended for Czech Republic",2009-03-06,oriental mix,melamine,China,Czech Republic,Packaging / chemical migration,2009,3
2014.1757,"possible presence of ruminant DNA in ruminant feed supplement from Denmark, intended for Belgium",2014-12-23,ruminant feed supplement,possible presence of ruminant DNA,Denmark,Belgium,Other,2014,12
2015.0911,"bulging packaging (leaking seal) of tomato-vegetable juice from Germany, intended for Netherlands",2015-07-14,tomato-vegetable juice,bulging packaging,Germany,Netherlands,Other,2015,7
2019.086,"foreign body (metal blade 8 cm) in lid containing red berries from Denmark, intended for Finland",2019-03-05,lid containing red berries,foreign body,Denmark,Finland,Foreign bodies,2019,3
2019.3957,"spoilage of ultra high temperature milk from Germany, intended for Austria",2019-11-11,ultra high temperature milk,spoilage,Germany,Austria,Other,2019,11
2014.1299,"plastic fragments in canned dog feed from Spain, intended for Finland",2014-09-19,canned dog feed,plastic fragments,Spain,Finland,Foreign bodies,2014,9
2019.3831,"Salmonella enterica ser. Enteritidis (presence /25g) in chilled chicken from Poland, intended for Estonia",2019-10-31,chilled chicken,Salmonella enterica ser. Enteritidis,Poland,Estonia,Microbiological contamination,2019,10
2018.0272,"presence of gluten (29.4; 30.4; 33.1 mg/kg - ppm) in gluten-free corn chips from Belgium, intended for Denmark",2018-02-01,gluten-free corn chips,presence of gluten,Belgium,Denmark,Allergens,2018,2
2013.1205,"Salmonella enterica (presence /25g) in ginger powder from the Netherlands, intended for Romania",2013-09-03,ginger powder,Salmonella,Netherlands,Romania,Microbiological contamination,2013,9
2017.0798,"unauthorised substance E 265 - dehydroacetic acid (presence /kg) in external coating for cheeses from Spain, intended for Croatia",2017-06-06,external coating for cheeses,unauthorised substance E 265 - dehydroacetic acid,Spain,Croatia,Labelling / regulatory non-compliance,2017,6
2019.2845,"Salmonella (presence /25g) in raw milk Roquefort cheese from France, intended for Netherlands",2019-08-02,raw milk roquefort cheese,Salmonella,France,Netherlands,Microbiological contamination,2019,8
2013.0996,specified risk material (SRM) in chilled beef rib loin from the United Kingdom,2013-07-16,chilled beef rib loin,specified risk material (SRM),United Kingdom,United Kingdom,Other,2013,7
2019.3249,"dioxins (1.25 WHO PCDD/F-TEQ/kg) in silkworms from China, via Germany, intended for Switzerland",2019-09-12,silkworms,dioxins,China,Switzerland,Other,2019,9
2012.0381,"unauthorised genetically modified organic papaya from Thailand, intended for Luxembourg",2012-03-13,organic papaya,unauthorised genetically modified,Thailand,Luxembourg,GMO / unauthorised composition,2012,3
2014.1285,"methomyl (0.061 mg/kg - ppm) in papaya from Malaysia, intended for Netherlands",2014-09-16,papaya,methomyl,Malaysia,Netherlands,Other,2014,9
2013.0095,ochratoxin A (8.9; 13.9; 17.3; 18.1 µg/kg - ppb) in coffee from Belgium,2013-01-28,coffee,ochratoxin A,Belgium,Belgium,Mycotoxins,2013,1
2011.1479,"botulinum toxin (presence) in organic olives with almonds in glass jars from Italy, intended for Finland",2011-10-21,organic olives with almonds in glass jars,botulinum toxin,Italy,Finland,Other,2011,10
2017.02,"residue level above MRL for tulathromycin (2200 µg/kg - ppb) in chilled beef from Belgium, intended for Germany",2017-02-15,chilled beef,residue level above MRL for tulathromycin,Belgium,Germany,Pesticide residues,2017,2
2016.0428,"mercury (1.2 mg/kg - ppm) in chilled vacuum-packed swordfish loins (Xiphias gladius) from Spain, intended for France",2016-04-11,chilled vacuum-packed swordfish loins (xiphias gladius),mercury,Spain,France,Heavy metals,2016,4
2013.1142,"adverse reaction (11 cases reported) caused by food supplement from the United States, intended for Ireland",2013-08-16,food supplement,adverse reaction,United States,Ireland,Other,2013,8
2010.0626,"glass fragments in instant coffee from France, intended for Hungary",2010-05-21,instant coffee,glass fragments,France,Hungary,Foreign bodies,2010,5
2018.0726,"presence of soya in wheat flour from Italy, intended for Spain",2018-03-16,wheat flour,presence of soya,Italy,Spain,Allergens,2018,3
2012.0339,"rye ergot (Claviceps purpurea) (0.5 %) in broken rye kernels from Germany, intended for Denmark",2012-03-05,broken rye kernels,ergot (Claviceps purpurea),Germany,Denmark,Other,2012,3
2016.101,"aflatoxins (B1 = >20; Tot. = 72.3 µg/kg - ppb) in unshelled pistachios from Iran, via the United Kingdom, intended for Belgium",2016-07-27,unshelled pistachios,aflatoxins,Iran,Belgium,Mycotoxins,2016,7
2018.2278,"Bacillus cereus (4500 CFU/ml) in dairy dessert from France, intended for New Caledonia",2018-08-09,dairy dessert,Bacillus cereus,France,New Caledonia,Microbiological contamination,2018,8
2017.0665,"aflatoxins (B1 = 3 µg/kg - ppb) in tortilla chips from Spain, intended for Switzerland",2017-05-17,tortilla chips,aflatoxins,Spain,Switzerland,Mycotoxins,2017,5
2010.1077,"high count of Escherichia coli (between <10 and >1500000 CFU/g) in mozzarella from Italy, intended for China",2010-08-05,mozzarella,high count of Escherichia coli,Italy,China,Microbiological contamination,2010,8
2016.0733,"too high content of gluten (71; >80 mg/kg - ppm) in organic gluten-free, egg-free buckwheat and almond biscuits from Germany, intended for Austria",2016-06-06,"organic gluten-free, egg-free buckwheat and almond biscuits",too high content of gluten,Germany,Austria,Allergens,2016,6
2016.0149,"too high count of Escherichia coli (2400 MPN/100g) in mussels (Mytilus galloprovincialis) from Spain, intended for Italy",2016-02-11,mussels (mytilus galloprovincialis),too high count of Escherichia coli,Spain,Italy,Microbiological contamination,2016,2
2009.113,"unauthorised novel food stevia tablets from Germany, intended for Italy",2009-09-01,stevia tablets,unauthorised novel food,Germany,Italy,Labelling / regulatory non-compliance,2009,9
2016.0207,"plastic fragments in candy bars from the Netherlands, intended for Luxembourg",2016-02-23,candy bars,plastic fragments,Netherlands,Luxembourg,Foreign bodies,2016,2
2019.1162,"wheat undeclared on mixed spices for hamburger from Turkey, intended for Belgium",2019-03-27,mixed spices for hamburger,wheat undeclared,Turkey,Belgium,Other,2019,3
2010.0812,"Escherichia coli (9200 CFU/100g) in mussels from France, intended for Spain",2010-06-18,mussels,Escherichia coli,France,Spain,Microbiological contamination,2010,6
2016.0219,"mercury (1.845 mg/kg - ppm) in frozen swordfish loins from Vietnam, via Belgium, intended for Czech Republic",2016-02-25,frozen swordfish loins,mercury,Vietnam,Czech Republic,Heavy metals,2016,2
2015.061,"Salmonella enterica ser. München (presence /25g) in smoked paprika powder from Spain, via Ireland, intended for Austria",2015-05-20,smoked paprika powder,Salmonella enterica ser. München,Spain,Austria,Microbiological contamination,2015,5
2013.1586,"deoxynivalenol (DON) (1400 µg/kg - ppb) in granary flour from Poland, intended for United Kingdom",2013-11-29,granary flour,deoxynivalenol (DON),Poland,United Kingdom,Other,2013,11
2019.3612,"unauthorised substance triazophos (0.16 mg/kg - ppm) in long green beans from Laos, intended for Norway",2019-10-17,long green beans,unauthorised substance triazophos,Laos,Norway,Labelling / regulatory non-compliance,2019,10
2019.3237,"wheat undeclared on waitrose sour cream and chive mix from the United Kingdom, intended for Belgium",2019-09-11,waitrose sour cream and chive mix,wheat undeclared,United Kingdom,Belgium,Other,2019,9
2016.0119,"Listeria monocytogenes (presence /25g) in camembert cheese from France, intended for Canada",2016-02-04,camembert cheese,Listeria monocytogenes,France,Canada,Microbiological contamination,2016,2
2016.1182,"residue level above MRL for oxytetracycline in chilled beef from the Netherlands, intended for Germany",2016-08-26,chilled beef,residue level above MRL for oxytetracycline,Netherlands,Germany,Pesticide residues,2016,8
2018.1247,"chlorpyrifos (0.065 mg/kg - ppm) in apples from Poland, intended for Belgium",2018-05-07,apples,chlorpyrifos,Poland,Belgium,Other,2018,5
2015.024,"unauthorised placing on the market of salmon from Sweden, intended for Belgium",2015-03-02,salmon,unauthorised placing on the market,Sweden,Belgium,Labelling / regulatory non-compliance,2015,3
2010.1074,"Listeria monocytogenes (presence in 1 out of 5 samples /25g) in cheese from the Czech Republic, intended for Slovakia",2010-08-04,cheese,Listeria monocytogenes,Czech Republic,Slovakia,Microbiological contamination,2010,8
2010.0883,"glass particles (0.7 * 1.5; 2.5 * 1.5; 2.0 * 1.5 cm) in babyfood for toddlers from Germany, intended for Hungary",2010-07-02,babyfood for toddlers,glass particles,Germany,Hungary,Foreign bodies,2010,7
2017.1055,"Listeria monocytogenes (serotype 1/2b) in frozen sushi grade tilapia fillets from Taiwan, via Germany, intended for Italy",2017-07-19,frozen sushi grade tilapia fillets,Listeria monocytogenes,Taiwan,Italy,Microbiological contamination,2017,7
2018.1884,Listeria monocytogenes (presence /25g) in chilled shrimp salad from Belgium,2018-07-05,chilled shrimp salad,Listeria monocytogenes,Belgium,Belgium,Microbiological contamination,2018,7
2013.1231,"aflatoxins (B1 = 5.72; Tot. = 6.72 µg/kg - ppb) in pistachio paste from Italy, intended for Bosnia and Herzegovina",2013-09-09,pistachio paste,aflatoxins,Italy,Bosnia and Herzegovina,Mycotoxins,2013,9
2009.0875,"migration of colour from kebab bags from Turkey, intended for Spain",2009-07-07,kebab bags,migration of colour,Turkey,Spain,Packaging / chemical migration,2009,7
2010.1148,"foreign body (6 pieces of which 1 stone of 1 cm³) in chickpeas from Turkey, intended for France",2010-08-20,chickpeas,foreign body,Turkey,France,Foreign bodies,2010,8
2010.0626,"glass fragments in instant coffee from France, intended for Netherlands",2010-05-21,instant coffee,glass fragments,France,Netherlands,Foreign bodies,2010,5
2018.0784,"metal pieces in chilled quark cheese from Germany, intended for Portugal",2018-03-22,chilled quark cheese,metal pieces,Germany,Portugal,Other,2018,3
2019.2335,"too high count of Escherichia coli (1400 MPN/100g) in live oysters from France, intended for Italy",2019-06-28,live oysters,too high count of Escherichia coli,France,Italy,Microbiological contamination,2019,6
2009.1307,"unauthorised genetically modified (FP 967 suspected) linseed from Canada, via Belgium, intended for Sweden",2009-10-08,linseed,unauthorised genetically modified,Canada,Sweden,GMO / unauthorised composition,2009,10
2019.1291,foreign body (parts of a kitchen knife: plastic handle and knife blade) in frozen pumpkin seed bread from Germany,2019-04-04,frozen pumpkin seed bread,foreign body,Germany,Germany,Foreign bodies,2019,4
2010.0104,"unauthorised placing on the market (plant ylang ylang not authorised) of edible massage oil from Belgium, intended for Slovenia",2010-01-27,edible massage oil,unauthorised placing on the market,Belgium,Slovenia,Labelling / regulatory non-compliance,2010,1
2017.1039,"potential growth of Clostridium botulinum in chilled Scottish haggis and pudding products from the United Kingdom, intended for Hong Kong",2017-07-17,chilled scottish haggis and pudding products,potential growth of Clostridium botulinum,United Kingdom,Hong Kong,Microbiological contamination,2017,7
2013.0183,"Salmonella enterica (presence /25g) in pasteurized cow milk cheese from France, intended for Belgium",2013-02-12,pasteurized cow milk cheese,Salmonella,France,Belgium,Microbiological contamination,2013,2
2011.1775,Listeria monocytogenes (presence /25g) in cheese from Austria,2011-12-05,cheese,Listeria monocytogenes,Austria,Austria,Microbiological contamination,2011,12
2012.0363,"traces of peanut (> 20 mg/kg - ppm) in vanilla marchmallows from Poland, intended for Ireland",2012-03-07,vanilla marchmallows,traces of peanut,Poland,Ireland,Allergens,2012,3
2014.1069,"unauthorised substance progesterone (1.76 g/kg) in food supplement from the Czech Republic, intended for Slovenia",2014-07-31,food supplement,unauthorised substance progesterone,Czech Republic,Slovenia,Labelling / regulatory non-compliance,2014,7
2019.3237,"wheat undeclared on waitrose sour cream and chive mix from the United Kingdom, intended for Mauritius",2019-09-11,waitrose sour cream and chive mix,wheat undeclared,United Kingdom,Mauritius,Other,2019,9
2019.0594,"Salmonella enterica ser. Typhimurium monophasic (1 ,4, [5], 12:i:-) (present /25g) in frozen turkey minced meat from Spain, intended for France",2019-02-18,frozen turkey minced meat,"Salmonella enterica ser. Typhimurium monophasic (1 ,4, [5], 12:i:-)",Spain,France,Microbiological contamination,2019,2
2011.0734,"benzo(a)pyrene (7.9; 9 µg/kg - ppb) in virgin rapeseed oil from Germany, intended for Slovakia",2011-06-01,virgin rapeseed oil,benzo(a)pyrene,Germany,Slovakia,Other,2011,6
2014.0686,Salmonella enterica (presence /10g) in frozen poultry meat from Poland,2014-05-19,frozen poultry meat,Salmonella,Poland,Poland,Microbiological contamination,2014,5
2018.0805,"Salmonella enterica ser. Agona (present /25g) in turmeric powder from India, via the United Kingdom",2018-03-26,turmeric powder,Salmonella enterica ser. Agona,India,United Kingdom,Microbiological contamination,2018,3
2016.1217,"unauthorised substance arginine pyroglutamate in food supplement and food for sports people from Poland, intended for United Kingdom",2016-09-01,food supplement and food for sports people,unauthorised substance arginine pyroglutamate,Poland,United Kingdom,Labelling / regulatory non-compliance,2016,9
2019.2387,"apple and blackcurrant drink from the United Kingdom with defective packaging (choking hazard), intended for Netherlands",2019-07-03,apple and blackcurrant drink,defective packaging,United Kingdom,Netherlands,Other,2019,7
2014.0602,"Listeria monocytogenes (500 CFU/g) in raw milk cheese from France, intended for Norway",2014-05-02,raw milk cheese,Listeria monocytogenes,France,Norway,Microbiological contamination,2014,5
2017.1314,"Salmonella (present /25g) in frozen chicken breast fillets from Romania, intended for Croatia",2017-08-30,frozen chicken breast fillets,Salmonella,Romania,Croatia,Microbiological contamination,2017,8
2013.1166,"Listeria monocytogenes (presence /25g) in oak smoked salmon from the United Kingdom, intended for Zimbabwe",2013-08-26,oak smoked salmon,Listeria monocytogenes,United Kingdom,Zimbabwe,Microbiological contamination,2013,8
2015.1441,"aflatoxins (Tot. = 76 µg/kg - ppb) in pistachio pesto with almonds or with walnuts from Italy, intended for Japan",2015-11-17,pistachio pesto with almonds or with walnuts,aflatoxins,Italy,Japan,Mycotoxins,2015,11
2018.1012,Amnesic Shellfish Poisoning (ASP) toxins - domoic acid (21180 µg/kg - ppb) in chilled scallops (Pecten maximus) from Norway,2018-04-13,chilled scallops (pecten maximus),Amnesic Shellfish Poisoning (ASP) toxins - domoic acid,Norway,Norway,Other,2018,4
2015.1384,"stones (pebbles) in organic nettle leafs (Urtica) and nettle blend from Croatia used in the production of organic goat and cow cheese in the Netherlands, intended for Luxembourg",2015-11-04,organic nettle leafs (urtica) and nettle blend,stones,Croatia,Luxembourg,Other,2015,11
2016.1415,"metal wires (length 1-3 cm, thickness about 0,5 mm) in breakfast cereals for babies from Hungary, intended for Finland",2016-10-14,breakfast cereals for babies,metal wires,Hungary,Finland,Other,2016,10
2013.1206,"poor hygienic state of organic muesli from the Netherlands, intended for Belgium",2013-09-03,organic muesli,poor hygienic state,Netherlands,Belgium,Other,2013,9
2011.1038,"migration of bisphenol A (63 µg/kg - ppb) from plastic nursing bottles from Italy, intended for Czech Republic",2011-08-02,plastic nursing bottles,migration of bisphenol A,Italy,Czech Republic,Packaging / chemical migration,2011,8
2016.1795,"Listeria monocytogenes (2200 CFU/g) in raw milk cheeses from France, intended for United Arab Emirates",2016-12-22,raw milk cheeses,Listeria monocytogenes,France,United Arab Emirates,Microbiological contamination,2016,12
2009.1224,cyproconazole (0.33 mg/kg - ppm) in table grapes from Malta,2009-09-17,table grapes,cyproconazole,Malta,Malta,Other,2009,9
2016.049,"Paralytic Shellfish Poisoning (PSP) toxins - saxitoxin (11.043 µg/kg - ppb) in live mussels from the United Kingdom, intended for France",2016-04-21,live mussels,Paralytic Shellfish Poisoning (PSP) toxins - saxitoxin,United Kingdom,France,Other,2016,4
2019.2215,migration of chromium (up to 2.5 mg/l) from stainless steel kitchen knives from Italy,2019-06-19,stainless steel kitchen knives,migration of chromium,Italy,Italy,Packaging / chemical migration,2019,6
2017.0361,"Salmonella enterica ser. Mbandaka (presence /25g) in organic sunflower expeller from China, via the Netherlands",2017-03-21,organic sunflower expeller,Salmonella enterica ser. Mbandaka,China,Netherlands,Microbiological contamination,2017,3
2015.1227,"chilled razor clams from Ireland harvested in non-classified production area, intended for Hong Kong",2015-09-29,chilled razor clams,non-classified production area,Ireland,Hong Kong,Other,2015,9
2018.0752,"aflatoxins (B1 = 19.2; Tot. = 21 µg/kg - ppb) in halva with pistachio nuts from Turkey, intended for Germany",2018-03-20,halva with pistachio nuts,aflatoxins,Turkey,Germany,Mycotoxins,2018,3
2018.3233,"metal wires (2 cm) in organic chocolate bars with coconut from Germany, intended for Croatia",2018-11-09,organic chocolate bars with coconut,metal wires,Germany,Croatia,Other,2018,11
2016.0622,"unauthorised novel food ingredient creatine nitrate in food supplement from Poland, intended for Netherlands",2016-05-16,food supplement,unauthorised novel food ingredient creatine nitrate,Poland,Netherlands,Heavy metals,2016,5
2013.1237,"poisonous (suspected of having caused sudden death of approximately 40 dogs) dried dog food from Spain, intended for Lithuania",2013-09-10,dried dog food,poisonous,Spain,Lithuania,Other,2013,9
2015.0437,"fraud - expiry dates changed of fish products from Italy, intended for Albania",2015-04-07,fish products,fraud - expiry dates changed,Italy,Albania,Labelling / regulatory non-compliance,2015,4
2010.0184,"migration of primary aromatic amines (4,4'-MDA: 11.0/4.4; total: 14.4; 8.0 µg/dm²) from kitchen utensils from China, intended for United Kingdom",2010-02-16,kitchen utensils,migration of primary aromatic amines,China,United Kingdom,Packaging / chemical migration,2010,2
2013.125,"unauthorised substance synephrine in food supplement containing caffeine from Hungary, intended for Slovakia",2013-09-16,food supplement containing caffeine,unauthorised substance synephrine,Hungary,Slovakia,Labelling / regulatory non-compliance,2013,9
2019.1994,"Salmonella enterica ser. Newport (presence /25g) in chilli powder from India, via the United Kingdom, intended for Malta",2019-05-31,chilli powder,Salmonella enterica ser. Newport,India,Malta,Microbiological contamination,2019,5
2012.1316,"unauthorised substance ethoxyquin (3 mg/kg - ppm) in corn from France, intended for Belgium",2012-09-13,corn,unauthorised substance ethoxyquin,France,Belgium,Labelling / regulatory non-compliance,2012,9
2017.0917,"Salmonella enterica ser. Typhimurium (presence /25g) in chilled chicken products and separator meat from Belgium, intended for Germany",2017-06-27,chilled chicken products and separator meat,Salmonella enterica ser. Typhimurium,Belgium,Germany,Microbiological contamination,2017,6
2017.1554,"glass fragments in vanilla powder from South Africa, intended for Sweden",2017-09-29,vanilla powder,glass fragments,South Africa,Sweden,Foreign bodies,2017,9
2019.0197,"polycyclic aromatic hydrocarbons (71.62 µg/kg - ppb) in ginkgo biloba leaf powder from China, via Germany, intended for Portugal",2019-01-18,ginkgo biloba leaf powder,polycyclic aromatic hydrocarbons,China,Portugal,Other,2019,1
2012.0775,"mercury (1.524 mg/kg - ppm) in fresh swordfish (Xiphias gladius) from Madagascar, intended for France",2012-06-06,fresh swordfish (xiphias gladius),mercury,Madagascar,France,Heavy metals,2012,6
2010.1764,"glass fragments (production failure) in beer from the United Kingdom, intended for Slovenia",2010-12-24,beer,glass fragments,United Kingdom,Slovenia,Foreign bodies,2010,12
2016.0895,"unauthorised substance tetrahydrocannabinol (THC) (5490 µg/kg - ppb) in hemp protein powder from Romania, intended for Bulgaria",2016-07-06,hemp protein powder,unauthorised substance tetrahydrocannabinol (THC),Romania,Bulgaria,Labelling / regulatory non-compliance,2016,7
2016.03,"unauthorised colour Sudan 4 (>10 mg/kg - ppm) in palm oil from Senegal, intended for France",2016-03-15,palm oil,unauthorised colour Sudan 4,Senegal,France,Food additives,2016,3
2016.1486,"too high content of salinomycin (28.8; 26.3; 19.8 mg/kg - ppm) in feed premixtures for fattening chickens from the Netherlands, intended for Belgium",2016-10-28,feed premixtures for fattening chickens,too high content of salinomycin,Netherlands,Belgium,Other,2016,10
2014.1724,"atropine (36.6 µg/kg - ppb) in millet/cereal porridge with rice from Germany, intended for Czech Republic",2014-12-18,millet/cereal porridge with rice,atropine,Germany,Czech Republic,Other,2014,12
2018.0225,"lead (10.5 mg/kg - ppm) in dog food from Sweden, intended for Russia",2018-01-26,dog food,lead,Sweden,Russia,Heavy metals,2018,1
2019.2585,"unlabelled irradiation of hot paprika powder from China, via Germany, intended for Malta",2019-07-17,hot paprika powder,unlabelled irradiation,China,Malta,Irradiation,2019,7
2018.0272,"presence of gluten (29.4; 30.4; 33.1 mg/kg - ppm) in gluten-free corn chips from Belgium, intended for Spain",2018-02-01,gluten-free corn chips,presence of gluten,Belgium,Spain,Allergens,2018,2
2017.178,"unauthorised substance fipronil (0.16 mg/kg - ppm) in eggs from Poland, intended for Belgium",2017-10-27,eggs,unauthorised substance fipronil,Poland,Belgium,Labelling / regulatory non-compliance,2017,10
2018.3744,"large fish bone fragments in frozen chunky battered haddock fish fingers from the United Kingdom, intended for Hong Kong",2018-12-20,frozen chunky battered haddock fish fingers,fish bone fragments,United Kingdom,Hong Kong,Other,2018,12
2012.1513,Listeria monocytogenes (460 CFU/g) in cheese from Belgium,2012-10-30,cheese,Listeria monocytogenes,Belgium,Belgium,Microbiological contamination,2012,10
2013.0975,"benzo(a)pyrene (4.6 µg/kg - ppb) in organic rapeseed oil from the Netherlands, intended for United States",2013-07-10,organic rapeseed oil,benzo(a)pyrene,Netherlands,United States,Other,2013,7
2016.1255,"shigatoxin-producing Escherichia coli (stx1+ /25g) in organic barley grass tablets from Germany, intended for Italy",2016-09-09,organic barley grass tablets,shigatoxin-producing Escherichia coli,Germany,Italy,Microbiological contamination,2016,9
2011.0315,"Listeria monocytogenes (350 CFU/g) in cheese from Spain, intended for Finland",2011-03-10,cheese,Listeria monocytogenes,Spain,Finland,Microbiological contamination,2011,3
2019.4196,"Salmonella enterica ser. Enteritidis (presence /25g) in chilled chicken meat from Poland, intended for Germany",2019-11-28,chilled chicken meat,Salmonella enterica ser. Enteritidis,Poland,Germany,Microbiological contamination,2019,11
2019.2717,"Salmonella (presence /25g) in soybean meal from Brazil, via Romania, via Slovenia and via Austria",2019-07-26,soybean meal,Salmonella,Brazil,Austria,Microbiological contamination,2019,7
2010.0779,unauthorised substance phenylbutazone (10 µg/kg - ppb) in horse meat from the United Kingdom,2010-06-15,horse meat,unauthorised substance phenylbutazone,United Kingdom,United Kingdom,Labelling / regulatory non-compliance,2010,6
2015.0713,"lead (3.9; 2.1 mg/kg - ppm) in dried crushed nettle and dried ground ginger from Spain, intended for Finland",2015-06-09,dried crushed nettle and dried ground ginger,lead,Spain,Finland,Heavy metals,2015,6
2014.1054,"mercury (1.5 mg/kg - ppm) in chilled vacuum packed swordfish from Spain, via France, intended for Italy",2014-07-30,chilled vacuum packed swordfish,mercury,Spain,Italy,Heavy metals,2014,7
2014.0405,"Salmonella in wild boar sausages from Italy, intended for United Kingdom",2014-03-25,wild boar sausages,Salmonella,Italy,United Kingdom,Microbiological contamination,2014,3
2017.1866,"Salmonella (presence /25g) in black pepper from Brazil, intended for Morocco",2017-11-07,black pepper,Salmonella,Brazil,Morocco,Microbiological contamination,2017,11
2017.1888,incorrect expiry date of red and roe deer cuts from the United Kingdom,2017-11-08,red and roe deer cuts,incorrect expiry date,United Kingdom,United Kingdom,Other,2017,11
2017.0145,"aflatoxins (B1 = 48.5; Tot. = 51.6 µg/kg - ppb) in dried figs from Spain, intended for Portugal",2017-02-02,dried figs,aflatoxins,Spain,Portugal,Mycotoxins,2017,2
2012.1254,"traces of gluten (37 mg/kg - ppm) in potato snack from Germany, intended for Slovenia",2012-08-30,potato snack,traces of gluten,Germany,Slovenia,Allergens,2012,8
2014.0524,"Bacillus cereus (1.5x10e7; 4.8x10e5; 1.2x10e7; 1.8x10e6; 6.7x10e4; 2.9x10e6; >1.5x10e7; >1.5x10e7; 8.8x10e5 CFU/g) in edible insects from Thailand, intended for United Kingdom",2014-04-17,edible insects,Bacillus cereus,Thailand,United Kingdom,Microbiological contamination,2014,4
2016.0207,"plastic fragments in candy bars from the Netherlands, intended for Turkey",2016-02-23,candy bars,plastic fragments,Netherlands,Turkey,Foreign bodies,2016,2
2016.1559,"too high content of gluten (40; 49 mg/kg - ppm) in gluten free snacks with puffed rice and white chocolate from Germany, intended for Netherlands",2016-11-15,gluten free snacks with puffed rice and white chocolate,too high content of gluten,Germany,Netherlands,Allergens,2016,11
2018.1602,"Salmonella (presence /25g) in dried cow's liver from Italy, intended for France",2018-06-11,dried cow's liver,Salmonella,Italy,France,Microbiological contamination,2018,6
2019.4623,"Salmonella enterica ser. Infantis (presence /25g) in frozen halal chicken from Poland, intended for Norway",2019-12-23,frozen halal chicken,Salmonella enterica ser. Infantis,Poland,Norway,Microbiological contamination,2019,12
2015.0553,"Salmonella enterica (presence /25g) in goat cheese made from raw milk from France, intended for Macao",2015-05-06,goat cheese made from raw milk,Salmonella,France,Macao,Microbiological contamination,2015,5
2017.1027,"aflatoxins (B1 = 10.5; Tot. = 12.7 / B1 = 2.9; Tot. = 30.1 µg/kg - ppb) in raw groundnuts from China, intended for Spain",2017-07-13,raw groundnuts,aflatoxins,China,Spain,Mycotoxins,2017,7
2019.084,"parasitic infestation with Anisakis of chilled mackerel from Ireland, via the Netherlands, intended for Slovenia",2019-03-04,chilled mackerel,parasitic infestation with Anisakis,Ireland,Slovenia,Microbiological contamination,2019,3
2019.4056,Salmonella enterica ser. Enteritidis (in 3 out of 5 samples /25g) in chilled chicken meat from Poland,2019-11-19,chilled chicken meat,Salmonella enterica ser. Enteritidis,Poland,Poland,Microbiological contamination,2019,11
2011.0855,"cadmium (1.12; 1.79; 2 mg/kg - ppm) in frozen squid from China, intended for Austria",2011-06-28,frozen squid,cadmium,China,Austria,Heavy metals,2011,6
2017.0183,"mercury (1.29 mg/kg - ppm) in chilled swordfish loins (Xiphias gladius) from Spain, intended for Croatia",2017-02-13,chilled swordfish loins (xiphias gladius),mercury,Spain,Croatia,Heavy metals,2017,2
2016.038,"histamine (101; 339 mg/kg - ppm) in canned tuna from Vietnam, intended for Germany",2016-03-30,canned tuna,histamine,Vietnam,Germany,Other,2016,3
2018.0164,"lead (24.6 mg/kg - ppm) in complete feed for dogs from Germany, intended for Belarus",2018-01-22,complete feed for dogs,lead,Germany,Belarus,Heavy metals,2018,1
2013.124,non-dioxin-like polychlorobifenyls (9.24; 10.47; 11.18; 10.2 µg/kg - ppb) in iron carbonate from France,2013-09-10,iron carbonate,non-dioxin-like polychlorobifenyls,France,France,Other,2013,9
2013.0434,"too high count of Escherichia coli (490 MPN/100g) in live mussels (Mytilus galloprovincialis) from Spain, intended for Slovenia",2013-03-26,live mussels (mytilus galloprovincialis),too high count of Escherichia coli,Spain,Slovenia,Microbiological contamination,2013,3
2017.1761,"unauthorised substance dithiocarbamates (4.3; 3.9 mg/kg - ppm) in green celery from Belgium, intended for Netherlands",2017-10-25,green celery,unauthorised substance dithiocarbamates,Belgium,Netherlands,Labelling / regulatory non-compliance,2017,10
2014.1194,"Listeria monocytogenes (2 out of 5 samples /25g) in mushrooms (enoki) from South Korea, intended for Italy",2014-08-27,mushrooms (enoki),Listeria monocytogenes,South Korea,Italy,Microbiological contamination,2014,8
2018.2211,"plastic fragments in canned chopped tomatoes in tomato juice with basil from Italy, intended for Slovakia",2018-08-02,canned chopped tomatoes in tomato juice with basil,plastic fragments,Italy,Slovakia,Foreign bodies,2018,8
2017.2236,"high content of Garcinia cambogia Desr (daily dose: 1250, 1500 mg/day) in food supplement from unknown origin, intended for Italy",2017-12-29,food supplement,high content of Garcinia cambogia Desr,unknown origin,Italy,Other,2017,12
2017.123,too high count of Escherichia coli (1100 MPN/100g) in live mussels (Mytilus galloprovincialis) from Slovenia,2017-08-16,live mussels (mytilus galloprovincialis),too high count of Escherichia coli,Slovenia,Slovenia,Microbiological contamination,2017,8
2010.0941,"Pseudomonas fluorescens (40 CFU/g) in soft cheese from Germany, intended for Italy",2010-07-09,soft cheese,Pseudomonas fluorescens,Germany,Italy,Other,2010,7
2011.1203,Clostridium botulinum type A in olive-almond spread from France,2011-09-06,olive-almond spread,Clostridium botulinum type A,France,France,Microbiological contamination,2011,9
